,name,category,ingredient
2847,White Lady Cocktail,Cocktail Classics,Egg White
2848,White Lady Cocktail,Cocktail Classics,Powdered Sugar
2849,White Lady Cocktail,Cocktail Classics,Sweet Cream
2850,White Lady Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2851,Tequila Canyon,Tequila,Blanco tequila
2852,Tequila Canyon,Tequila,Triple Sec
2853,Tequila Canyon,Tequila,Cranberry Juice
2854,Tequila Canyon,Tequila,Pineapple Juice
2855,Tequila Canyon,Tequila,Orange juice
2856,Chicago Cocktail,Brandy,"Lemon wedge, superfine sugar"
2857,Chicago Cocktail,Brandy,Brandy
2858,Chicago Cocktail,Brandy,Fresh lemon juice
2859,Chicago Cocktail,Brandy,Orange curacao
2860,Chicago Cocktail,Brandy,Maraschino liqueur
2861,Sunday Confession,Tequila,Blanco tequila
2862,Sunday Confession,Tequila,Limoncello
2863,Sunday Confession,Tequila,Fresh lemon juice
2864,Strawberry Margarita,Tequila,"Lime wedge, superfine sugar or coarse salt (optional)"
2865,Strawberry Margarita,Tequila,"Fresh strawberries, cut in half"
2866,Strawberry Margarita,Tequila,Strawberry schnapps
2867,Strawberry Margarita,Tequila,Blanco tequila
2868,Strawberry Margarita,Tequila,Triple Sec
2869,Strawberry Margarita,Tequila,"Fresh Lime Juice, whole strawberry"
2870,Western Rose Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
2871,Western Rose Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2872,Western Rose Cocktail,Cocktail Classics,Dry Vermouth
2873,Western Rose Cocktail,Cocktail Classics,Lemon Juice
2874,Widow's Kiss Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2875,Widow's Kiss Cocktail,Cocktail Classics,Yellow Chartreuse
2876,Widow's Kiss Cocktail,Cocktail Classics,Benedictine
2877,Widow's Kiss Cocktail,Cocktail Classics,Peychaud Bitters
2878,Spice Of Life,Tequila,Cucumber
2879,Spice Of Life,Tequila,Fresh mint leaves
2880,Spice Of Life,Tequila,Simple Syrup
2881,Spice Of Life,Tequila,Jalapeno-Infused Tequila
2882,Spice Of Life,Tequila,Fresh Lime Juice
2883,Widow's Dream Cocktail,Cocktail Classics,Benedictine
2884,Widow's Dream Cocktail,Cocktail Classics,Whole Egg
2885,Vodka Gypsy Cocktail,Cocktail Classics,Old Mr. Boston Vodka
2886,Vodka Gypsy Cocktail,Cocktail Classics,Benedictine
2887,Vodka Gypsy Cocktail,Cocktail Classics,Angostura Bitters
2888,South Of The Border,Tequila,Blanco tequila
2889,South Of The Border,Tequila,Coffee-flavored brandy
2890,South Of The Border,Tequila,Fresh Lime Juice
2891,Vodka Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston Vodka
2892,Vodka Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
2893,Vodka Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Cacao
2894,Violet Fizz Juice,Cocktail Classics,Juice of a Lemon
2895,Violet Fizz Juice,Cocktail Classics,Powdered Sugar
2896,Violet Fizz Juice,Cocktail Classics,Old Mr. Boston Dry Gin
2897,Violet Fizz Juice,Cocktail Classics,Creme Yvette
2898,Smoked Margarita,Tequila,"Smoky Scotch whisky, such as Islay or Skye"
2899,Smoked Margarita,Tequila,Reposado tequila
2900,Smoked Margarita,Tequila,Triple Sec
2901,Smoked Margarita,Tequila,Fresh lemon juice
2902,Smoked Margarita,Tequila,Fresh Lime Juice
2903,Sloe Tequila,Shooters,Blanco tequila
2904,Sloe Tequila,Shooters,Sloe gin
2905,Sloe Tequila,Shooters,Fresh Lime Juice
2906,Queen Elizabeth Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2907,Queen Elizabeth Cocktail,Cocktail Classics,Dry Vermouth
2908,Queen Elizabeth Cocktail,Cocktail Classics,Benedictine
2909,Silk Stockings,Tequila,Blanco tequila
2910,Silk Stockings,Tequila,White creme de cacao
2911,Silk Stockings,Tequila,Heavy cream
2912,Silk Stockings,Tequila,Grenadine
2913,Orchid Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2914,Orchid Cocktail,Cocktail Classics,Egg White
2915,Orchid Cocktail,Cocktail Classics,Creme Yvette
2916,Orange Milk Fizz,Cocktail Classics,Juice of a Lemon
2917,Orange Milk Fizz,Cocktail Classics,Powdered Sugar
2918,Orange Milk Fizz,Cocktail Classics,Old Mr. Boston Orange Flavored Gin
2919,Orange Milk Fizz,Cocktail Classics,Milk
2920,Orange Gin Rickey,Cocktail Classics,Juice of a Lime
2921,Orange Gin Rickey,Cocktail Classics,Old Mr. Boston Orange Flavored Gin
2922,Orange Gin Highball,Cocktail Classics,Old Mr. Boston Orange Flavored Gin
2923,Orange Gin Fizz,Cocktail Classics,Juice of a Lemon
2924,Orange Gin Fizz,Cocktail Classics,Powdered Sugar
2925,Orange Gin Fizz,Cocktail Classics,Old Mr. Boston Orange Flavored Gin
2926,Orange Gin Collins,Cocktail Classics,Juice of a Lemon
2927,Orange Gin Collins,Cocktail Classics,Old Mr. Boston Orange Flavored Gin
2928,Sidewinder,Tequila,Reposado tequila
2929,Sidewinder,Tequila,Campari
2930,Sidewinder,Tequila,"Vanilla syrup, preferably B.A. Reynold's"
2931,Sidewinder,Tequila,Fresh Lime Juice
2932,Sidewinder,Tequila,Mezcal
2933,Sidewinder,Tequila,"Ginger beer, 1 oz"
2934,Orange Blossom Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2935,Orange Blossom Cocktail,Cocktail Classics,Orange Juice
2936,Orange Blossom Cocktail,Cocktail Classics,Powdered Sugar
2937,Shady Lady,Tequila,Blanco tequila
2938,Shady Lady,Tequila,Melon liqueur
2939,Shady Lady,Tequila,Fresh grapefruit juice
2940,Shady Lady,Tequila,Fresh grapefruit juice
2941,Cherry Blossom,Brandy,Brandy
2942,Cherry Blossom,Brandy,cherry-flavored brandy
2943,Cherry Blossom,Brandy,Fresh lemon juice
2944,Cherry Blossom,Brandy,Triple Sec
2945,Cherry Blossom,Brandy,"Grenadine, maraschino cherry"
2946,The Sfozando,Tequila,Mezcal
2947,The Sfozando,Tequila,Rye Whiskey
2948,The Sfozando,Tequila,Dry Vermouth
2949,The Sfozando,Tequila,Benedictine
2950,The Sfozando,Tequila,Chocolate bitters
2951,Napoleon Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
2952,Napoleon Cocktail,Cocktail Classics,Curacao
2953,Napoleon Cocktail,Cocktail Classics,Dubonnet
2954,Moulin Rouge Cocktail,Cocktail Classics,Old Mr. Boston Sloe Gin
2955,Moulin Rouge Cocktail,Cocktail Classics,Sweet Vermouth
2956,Moulin Rouge Cocktail,Cocktail Classics,Bitters
2957,Sea Of Cortez,Tequila,Blanco tequila
2958,Sea Of Cortez,Tequila,Fresh Lime Juice
2959,Sea Of Cortez,Tequila,Creme de Cassis
2960,Sea Of Cortez,Tequila,Orange curacao
2961,Satin Sheets,Tequila,Blanco tequila
2962,Satin Sheets,Tequila,Falernum
2963,Satin Sheets,Tequila,Simple Syrup
2964,Satin Sheets,Tequila,Fresh Lime Juice
2965,Santana Sling,Tequila,Reposado tequila
2966,Santana Sling,Tequila,Cherry Heering
2967,Santana Sling,Tequila,Batavia arrack or light rum
2968,Santana Sling,Tequila,Fresh Lime Juice
2969,Santana Sling,Tequila,Ginger beer
2970,Rosita,Tequila,Blanco tequila
2971,Rosita,Tequila,Sweet Vermouth
2972,Rosita,Tequila,Dry Vermouth
2973,Rosita,Tequila,Campari
2974,Rosita,Tequila,Angostura Bitters
2975,Mariposa Cocktail,Cocktail Classics,Old Mr. Boston Rum
2976,Mariposa Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
2977,Mariposa Cocktail,Cocktail Classics,Lemon Juice
2978,Mariposa Cocktail,Cocktail Classics,Orange Juice
2979,Mariposa Cocktail,Cocktail Classics,Grenadine
2980,Margarita Cocktail,Cocktail Classics,Old Mr. Boston Tequila
2981,Margarita Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
2982,Margarita Cocktail,Cocktail Classics,Lemon or Lime Juice
2983,The Refuge,Tequila,Blanco tequila
2984,The Refuge,Tequila,Aperol
2985,The Refuge,Tequila,Fresh Lime Juice
2986,The Refuge,Tequila,Grapefruit Juice
2987,The Refuge,Tequila,Agave nectar
2988,Manhattan Cocktail (dry),Cocktail Classics,Dry Vermouth
2989,Manhattan Cocktail (dry),Cocktail Classics,Old Thompson Blended Whiskey
2990,Mamie Taylor,Cocktail Classics,Juice of a Lime
2991,Mamie Taylor,Cocktail Classics,Desmond & Duff Scotch Whisky
2992,Quetzalcoatl,Tequila,Blanco tequila
2993,Quetzalcoatl,Tequila,Mezcal
2994,Quetzalcoatl,Tequila,Creme de peche
2995,Quetzalcoatl,Tequila,Guava puree
2996,Quetzalcoatl,Tequila,Grapefruit Juice
2997,Zero Mint,Cocktail Classics,Mr. Boston Creme de menthe
2998,Purple Pancho,Tequila,"Lime wedge, superfine sugar"
2999,Purple Pancho,Tequila,Blanco tequila
3000,Purple Pancho,Tequila,Blue curacao
3001,Purple Pancho,Tequila,Sloe gin
3002,Purple Pancho,Tequila,Fresh Lime Juice
3003,Purple Pancho,Tequila,"each Fresh lemon juice, simple syrup, 1 lime wheel"
3004,Midnight Express,Rum - Daiquiris,Dark rum
3005,Midnight Express,Rum - Daiquiris,Triple Sec
3006,Midnight Express,Rum - Daiquiris,Fresh Lime Juice
3007,Midnight Express,Rum - Daiquiris,Fresh lemon juice
3008,Midnight Express,Rum - Daiquiris,Simple Syrup
3009,London Special Cocktail,Cocktail Classics,bitters
3010,Mary Pickford Cocktail,Rum - Daiquiris,Light Rum
3011,Mary Pickford Cocktail,Rum - Daiquiris,Pineapple Juice
3012,Mary Pickford Cocktail,Rum - Daiquiris,Maraschino liqueur
3013,Mary Pickford Cocktail,Rum - Daiquiris,Grenadine
3014,Charles Cocktail,Brandy,Brandy
3015,Charles Cocktail,Brandy,Sweet Vermouth
3016,Charles Cocktail,Brandy,Angostura Bitters
3017,Martinique Rose,Rum - Daiquiris,Aged rhum agricole
3018,Martinique Rose,Rum - Daiquiris,Amaretto
3019,Martinique Rose,Rum - Daiquiris,Fresh Lime Juice
3020,Martinique Rose,Rum - Daiquiris,Grapefruit Juice
3021,Martinique Rose,Rum - Daiquiris,orgeat or almond syrup
3022,Mariposa,Rum - Daiquiris,Light Rum
3023,Mariposa,Rum - Daiquiris,Brandy
3024,Mariposa,Rum - Daiquiris,Fresh lemon juice
3025,Mariposa,Rum - Daiquiris,Orange juice
3026,Mariposa,Rum - Daiquiris,Grenadine
3027,Mandeville,Rum - Daiquiris,Light Rum
3028,Mandeville,Rum - Daiquiris,Dark rum
3029,Mandeville,Rum - Daiquiris,Fresh lemon juice
3030,Mandeville,Rum - Daiquiris,Anisette
3031,Mandeville,Rum - Daiquiris,Grenadine
3032,K.C.B. Cocktail,Cocktail Classics,Old Mr. Boston Kummel
3033,K.C.B. Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3034,K.C.B. Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
3035,K.C.B. Cocktail,Cocktail Classics,Lemon Juice
3036,Malmaison,Rum - Daiquiris,Light Rum
3037,Malmaison,Rum - Daiquiris,Cream sherry
3038,Malmaison,Rum - Daiquiris,Fresh lemon juice
3039,Mai-Tai (Trader Vic Version),Rum - Daiquiris,"Dark rum, preferably Jamaican"
3040,Mai-Tai (Trader Vic Version),Rum - Daiquiris,Orange curacao
3041,Mai-Tai (Trader Vic Version),Rum - Daiquiris,Fresh lime juice (reserve 1/2 lime shell for garnish)
3042,Mai-Tai (Trader Vic Version),Rum - Daiquiris,Orgeat Syrup
3043,Mai-Tai (Trader Vic Version),Rum - Daiquiris,Rock candy syrup or simple syrup
3044,Jersey Lightning Cocktail,Cocktail Classics,Apple Brandy
3045,Jersey Lightning Cocktail,Cocktail Classics,Sweet Vermouth
3046,Jersey Lightning Cocktail,Cocktail Classics,Juice of a Lime
3047,Lumination,Rum - Daiquiris,Fresh ginger
3048,Lumination,Rum - Daiquiris,Simple Syrup
3049,Lumination,Rum - Daiquiris,Dark rum
3050,Lumination,Rum - Daiquiris,VS cognac
3051,Lumination,Rum - Daiquiris,"each Fresh lemon juice, Angostura bitters"
3052,Jamaica Glow Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3053,Jamaica Glow Cocktail,Cocktail Classics,Claret
3054,Jamaica Glow Cocktail,Cocktail Classics,Orange Juice
3055,Jamaica Glow Cocktail,Cocktail Classics,Jamaica Rum
3056,Lounge Lizard,Rum - Daiquiris,Dark rum
3057,Lounge Lizard,Rum - Daiquiris,Amaretto
3058,Jack-in-the-Box Cocktail,Cocktail Classics,Apple Brandy
3059,Jack-in-the-Box Cocktail,Cocktail Classics,Pineapple Juice
3060,Jack-in-the-Box Cocktail,Cocktail Classics,Bitters
3061,Irish Whisky Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3062,Irish Whisky Cocktail,Cocktail Classics,Absinthe Substitute
3063,Irish Whisky Cocktail,Cocktail Classics,Maraschino
3064,Irish Whisky Cocktail,Cocktail Classics,Bitters
3065,Irish Whisky Cocktail,Cocktail Classics,Irish Whiskey
3066,Look Out Below,Rum - Daiquiris,151-Proof Rum
3067,Look Out Below,Rum - Daiquiris,Fresh Lime Juice
3068,Look Out Below,Rum - Daiquiris,Grenadine
3069,Little Princess Cocktail,Rum - Daiquiris,Light Rum
3070,Little Princess Cocktail,Rum - Daiquiris,Sweet Vermouth
3071,Little Devil Cocktail,Rum - Daiquiris,Light Rum
3072,Little Devil Cocktail,Rum - Daiquiris,Gin
3073,Little Devil Cocktail,Rum - Daiquiris,Fresh lemon juice
3074,Little Devil Cocktail,Rum - Daiquiris,Triple Sec
3075,Champs Elysees Cocktail,Brandy,Brandy
3076,Champs Elysees Cocktail,Brandy,Yellow Chartreuse
3077,Champs Elysees Cocktail,Brandy,Fresh lemon juice
3078,Champs Elysees Cocktail,Brandy,Simple Syrup
3079,Champs Elysees Cocktail,Brandy,Angostura Bitters
3080,Hop Toad Cocktail,Cocktail Classics,Juice of a Lime
3081,Hop Toad Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
3082,Hop Toad Cocktail,Cocktail Classics,Old Mr. Boston Rum
3083,Level headed Cocktail,Rum - Daiquiris,Aged rhum agricole
3084,Level headed Cocktail,Rum - Daiquiris,Cold brewed coffee
3085,Level headed Cocktail,Rum - Daiquiris,Allspice liqueur (pimento dram)
3086,Level headed Cocktail,Rum - Daiquiris,Simple Syrup
3087,Level headed Cocktail,Rum - Daiquiris,Angostura Bitters
3088,La Vita Dulce,Rum - Daiquiris,Spiced rum
3089,La Vita Dulce,Rum - Daiquiris,Mezcal
3090,La Vita Dulce,Rum - Daiquiris,Fresh Lime Juice
3091,La Vita Dulce,Rum - Daiquiris,Simple Syrup
3092,Hole-in-One Cocktail,Cocktail Classics,Desmond & Duff Scotch Whisky
3093,Hole-in-One Cocktail,Cocktail Classics,Dry Vermouth
3094,Hole-in-One Cocktail,Cocktail Classics,Lemon Juice
3095,Hole-in-One Cocktail,Cocktail Classics,Orange Bitters
3096,Ko Adang,Rum - Daiquiris,Dark rum
3097,Ko Adang,Rum - Daiquiris,Coconut rum
3098,Ko Adang,Rum - Daiquiris,Ginger liqueur
3099,Ko Adang,Rum - Daiquiris,Mango nectar
3100,Ko Adang,Rum - Daiquiris,Cream of coconut
3101,Ko Adang,Rum - Daiquiris,"Fresh Lime Juice, lime wheel"
3102,Knickerbocker Special Cocktail,Rum - Daiquiris,Light Rum
3103,Knickerbocker Special Cocktail,Rum - Daiquiris,Triple Sec
3104,Knickerbocker Special Cocktail,Rum - Daiquiris,Fresh lemon juice
3105,Knickerbocker Special Cocktail,Rum - Daiquiris,Orange juice
3106,Knickerbocker Special Cocktail,Rum - Daiquiris,Raspberry Syrup
3107,Hair Raiser Cocktail,Cocktail Classics,Old Mr. Boston 100 proof Vodka
3108,Hair Raiser Cocktail,Cocktail Classics,Old Mr. Boston Rock and Rye
3109,Hair Raiser Cocktail,Cocktail Classics,Lemon Juice
3110,Green Opal Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3111,Green Opal Cocktail,Cocktail Classics,Old Mr. Boston Anisette
3112,Green Opal Cocktail,Cocktail Classics,Absinthe Substitute
3113,Jamaican Ginger,Rum - Daiquiris,Light Rum
3114,Jamaican Ginger,Rum - Daiquiris,Dark rum
3115,Jamaican Ginger,Rum - Daiquiris,Falernum
3116,Jamaican Ginger,Rum - Daiquiris,Fresh Lime Juice
3117,Jamaican Ginger,Rum - Daiquiris,Angostura Bitters
3118,Green Dragon Cocktail,Cocktail Classics,Juice of a Lemon
3119,Green Dragon Cocktail,Cocktail Classics,Old Mr. Boston Kummel
3120,Green Dragon Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
3121,Green Dragon Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3122,Green Dragon Cocktail,Cocktail Classics,Orange Bitters
3123,Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
3124,Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Cacao
3125,Grasshopper Cocktail,Cocktail Classics,Light Sweet Cream
3126,Jamaican Crawler,Rum - Daiquiris,Light Rum
3127,Jamaican Crawler,Rum - Daiquiris,Melon liqueur
3128,Jamaican Crawler,Rum - Daiquiris,Pineapple Juice
3129,Jamaican Crawler,Rum - Daiquiris,Grenadine
3130,Golden Slipper Cocktail,Cocktail Classics,Yellow Chartreuse
3131,Golden Slipper Cocktail,Cocktail Classics,Old Mr. Boston Apricot Flavored Brandy
3132,Jade,Rum - Daiquiris,Light Rum
3133,Jade,Rum - Daiquiris,Fresh Lime Juice
3134,Jade,Rum - Daiquiris,Green creme de menthe
3135,Jade,Rum - Daiquiris,Triple Sec
3136,Jade,Rum - Daiquiris,Simple Syrup Scant
3137,Jacqueline,Rum - Daiquiris,Dark rum
3138,Jacqueline,Rum - Daiquiris,Triple Sec
3139,Jacqueline,Rum - Daiquiris,Fresh Lime Juice
3140,Jacqueline,Rum - Daiquiris,Simple Syrup
3141,Jack Sparrow Flip,Rum - Daiquiris,Dark rum
3142,Jack Sparrow Flip,Rum - Daiquiris,Madeira
3143,Jack Sparrow Flip,Rum - Daiquiris,Simple Syrup
3144,Jack Sparrow Flip,Rum - Daiquiris,Egg
3145,Jack Sparrow Flip,Rum - Daiquiris,Angostura Bitters
3146,Irresistible,Rum - Daiquiris,Light Rum
3147,Irresistible,Rum - Daiquiris,Sweet Vermouth
3148,Irresistible,Rum - Daiquiris,Benedictine
3149,Irresistible,Rum - Daiquiris,Fresh lemon juice
3150,Carroll Cocktail,Brandy,Brandy
3151,Carroll Cocktail,Brandy,Sweet Vermouth
3152,Hush and Wonder,Rum - Daiquiris,Creme de violette
3153,Hush and Wonder,Rum - Daiquiris,Light Rum
3154,Hush and Wonder,Rum - Daiquiris,Fresh Lime Juice
3155,Hush and Wonder,Rum - Daiquiris,Simple Syrup
3156,Hush and Wonder,Rum - Daiquiris,Grapefruit bitters
3157,Hurricane Leah,Rum - Daiquiris,"each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao"
3158,Hurricane Leah,Rum - Daiquiris,cherry-flavored brandy
3159,Hurricane Leah,Rum - Daiquiris,Simple Syrup
3160,Hurricane Leah,Rum - Daiquiris,Fresh lemon juice
3161,Hurricane Leah,Rum - Daiquiris,Fresh orange juice
3162,Gimlet Cocktail,Cocktail Classics,Rose's Lime Juice
3163,Gimlet Cocktail,Cocktail Classics,Powdered Sugar
3164,Gimlet Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3165,Hurricane,Rum - Daiquiris,"each Dark rum, light rum"
3166,Hurricane,Rum - Daiquiris,Passion Fruit Syrup
3167,Hurricane,Rum - Daiquiris,Lime Juice
3168,Hurricane,Rum - Daiquiris,Orange juice
3169,Hurricane,Rum - Daiquiris,"each Simple Syrup, grenadine"
3170,Hop Toad,Rum - Daiquiris,Light Rum
3171,Hop Toad,Rum - Daiquiris,Apricot-Flavored Brandy
3172,Hop Toad,Rum - Daiquiris,Fresh Lime Juice
3173,The Holy Roller,Rum - Daiquiris,Cachaca
3174,The Holy Roller,Rum - Daiquiris,Fresh Lime Juice
3175,The Holy Roller,Rum - Daiquiris,Honey Syrup
3176,The Holy Roller,Rum - Daiquiris,Angostura Bitters
3177,The Holy Roller,Rum - Daiquiris,"Champagne or sparkling wine, mint sprig"
3178,Hemingway's Nog,Rum - Daiquiris,Dark rum
3179,Hemingway's Nog,Rum - Daiquiris,Vanilla liqueur
3180,Hemingway's Nog,Rum - Daiquiris,Simple Syrup
3181,Hemingway's Nog,Rum - Daiquiris,Creme fraiche
3182,Hemingway's Nog,Rum - Daiquiris,"tiki bitters, such as Bittermen's Elemakule"
3183,Flying Scotchman Cocktail,Cocktail Classics,Sweet Vermouth
3184,Flying Scotchman Cocktail,Cocktail Classics,Desmond & Duff Scotch Whisky
3185,Flying Scotchman Cocktail,Cocktail Classics,Bitters
3186,Flying Scotchman Cocktail,Cocktail Classics,Sugar Syrup
3187,Flying Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston Green Creme de Menthe
3188,Flying Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Cacao
3189,Flying Grasshopper Cocktail,Cocktail Classics,Old Mr. Boston Vodka
3190,Havana Cocktail,Rum - Daiquiris,Light Rum
3191,Havana Cocktail,Rum - Daiquiris,Pineapple Juice
3192,Havana Cocktail,Rum - Daiquiris,Fresh lemon juice
3193,Harvest Nectar,Rum - Daiquiris,Light Rum
3194,Harvest Nectar,Rum - Daiquiris,Pineapple Juice
3195,Harvest Nectar,Rum - Daiquiris,Cranberry Juice
3196,Harvest Nectar,Rum - Daiquiris,Orange juice
3197,Harvest Nectar,Rum - Daiquiris,Lemon-lime soda
3198,Fancy Brandy Cocktail,Cocktail Classics,Old Mr. Boston Five Star Brandy
3199,Fancy Brandy Cocktail,Cocktail Classics,Bitters
3200,Fancy Brandy Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3201,Fancy Brandy Cocktail,Cocktail Classics,Powdered Sugar
3202,Fallen Angel Cocktail,Cocktail Classics,Juice of a Lime
3203,Fallen Angel Cocktail,Cocktail Classics,Old Mr. Boston Dry Gin
3204,Fallen Angel Cocktail,Cocktail Classics,Bitters
3205,Fallen Angel Cocktail,Cocktail Classics,Old Mr. Boston White Creme de Menthe
3206,The Poncho,Tequila,Reposado tequila
3207,The Poncho,Tequila,Dry Vermouth
3208,The Poncho,Tequila,Maraschino liqueur
3209,The Poncho,Tequila,Peychaud's Bitters
3210,Hai Karate,Rum - Daiquiris,Dark rum
3211,Hai Karate,Rum - Daiquiris,Fresh Lime Juice
3212,Hai Karate,Rum - Daiquiris,Pineapple Juice
3213,Hai Karate,Rum - Daiquiris,Orange juice
3214,Hai Karate,Rum - Daiquiris,Maple Syrup
3215,Hai Karate,Rum - Daiquiris,Angostura Bitters
3216,Cara Sposa,Brandy,Coffee-flavored brandy
3217,Cara Sposa,Brandy,Triple Sec
3218,Cara Sposa,Brandy,half-and-half
3219,Traditional Martini (Dry),Cocktail Classics,Gin
3220,Traditional Martini (Dry),Cocktail Classics,Dry Vermouth
3221,Traditional Martini (Dry),Cocktail Classics,Orange Bitters
3222,Pina Agave,Tequila,Cucumber
3223,Pina Agave,Tequila,Blanco tequila
3224,Pina Agave,Tequila,Pineapple Juice
3225,Pina Agave,Tequila,Fresh lemon juice
3226,Pina Agave,Tequila,Agave nectar
3227,Grande Guignol,Rum - Daiquiris,Dark rum
3228,Grande Guignol,Rum - Daiquiris,Yellow Chartreuse
3229,Grande Guignol,Rum - Daiquiris,Cherry Heering
3230,Grande Guignol,Rum - Daiquiris,Fresh Lime Juice
3231,Pancho Villa,Tequila,Anejo tequila
3232,Pancho Villa,Tequila,Aperol
3233,Pancho Villa,Tequila,Sweet Vermouth
3234,Pancho Villa,Tequila,Peach bitters
3235,Paloma (Natural),Tequila,Blanco tequila
3236,Paloma (Natural),Tequila,Fresh white or ruby red grapefruit juice
3237,Golden Friendship,Rum - Daiquiris,Light Rum
3238,Golden Friendship,Rum - Daiquiris,Sweet Vermouth
3239,Golden Friendship,Rum - Daiquiris,Amaretto
3240,Paloma,Tequila,Blanco tequila
3241,Pacific Sunshine,Tequila,"Lemon wheel, coarse salt"
3242,Pacific Sunshine,Tequila,Blanco tequila
3243,Pacific Sunshine,Tequila,Blue curacao
3244,Pacific Sunshine,Tequila,Simple Syrup
3245,Pacific Sunshine,Tequila,Fresh lemon juice
3246,Pacific Sunshine,Tequila,Angostura Bitters
3247,Golden Eclipse,Rum - Daiquiris,Dark rum
3248,Golden Eclipse,Rum - Daiquiris,Amaro
3249,Golden Eclipse,Rum - Daiquiris,Fresh lemon juice
3250,Golden Eclipse,Rum - Daiquiris,Orange Bitters
3251,Golden Eclipse,Rum - Daiquiris,Sparkling apple cider
3252,Diplomat Cocktail,Cocktail Classics,Dry Vermouth
3253,Diplomat Cocktail,Cocktail Classics,Sweet Vermouth
3254,Diplomat Cocktail,Cocktail Classics,Bitters
3255,Diplomat Cocktail,Cocktail Classics,Maraschino
3256,Oldest Temptation,Tequila,Anejo tequila
3257,Oldest Temptation,Tequila,Apple juice
3258,Oldest Temptation,Tequila,Fresh lemon juice
3259,Oldest Temptation,Tequila,Triple Sec
3260,Oldest Temptation,Tequila,Simple Syrup
3261,Oldest Temptation,Tequila,"Angostura Bitters, flamed lemon twist"
3262,Ginger Grapefruit Rickey,Rum - Daiquiris,Light Rum
3263,Ginger Grapefruit Rickey,Rum - Daiquiris,Fresh grapefruit juice
3264,Ginger Grapefruit Rickey,Rum - Daiquiris,Ginger liqueur
3265,Ginger Grapefruit Rickey,Rum - Daiquiris,Fresh Lime Juice
3266,Calvados Cocktail,Brandy,Calvados
3267,Calvados Cocktail,Brandy,Orange juice
3268,Calvados Cocktail,Brandy,Triple Sec
3269,Calvados Cocktail,Brandy,Orange Bitters
3270,Daiquiri Cocktail,Cocktail Classics,Juice of a Lime
3271,Daiquiri Cocktail,Cocktail Classics,Powdered Sugar
3272,Daiquiri Cocktail,Cocktail Classics,Old Mr. Boston Rum
3273,The Oaxaca Old-Fashioned,Tequila,Reposado tequila
3274,The Oaxaca Old-Fashioned,Tequila,Mezcal
3275,The Oaxaca Old-Fashioned,Tequila,Agave nectar
3276,The Oaxaca Old-Fashioned,Tequila,Angostura Bitters
3277,Cuban Special Cocktail,Cocktail Classics,Pineapple Juice
3278,Cuban Special Cocktail,Cocktail Classics,Juice of a Lime
3279,Cuban Special Cocktail,Cocktail Classics,Old Mr. Boston Rum
3280,Cuban Special Cocktail,Cocktail Classics,Old Mr. Boston Triple Sec
3281,Gaugin,Rum - Daiquiris,Light Rum
3282,Gaugin,Rum - Daiquiris,Fresh lemon juice
3283,Gaugin,Rum - Daiquiris,Fresh Lime Juice
3284,Gaugin,Rum - Daiquiris,Passion Fruit Syrup
3285,The Nomad South,Tequila,Blanco tequila
3286,The Nomad South,Tequila,Orange juice
3287,The Nomad South,Tequila,Blood orange juice
3288,The Nomad South,Tequila,Agave nectar
3289,The Nomad South,Tequila,Fresh Lime Juice
3290,The Nomad South,Tequila,Whiskey barrel bitters
3291,Creole Lady Cocktail,Cocktail Classics,Old Kentucky Tavern Bourbon Whiskey
3292,Creole Lady Cocktail,Cocktail Classics,Madeira
3293,Creole Lady Cocktail,Cocktail Classics,Grenadine
3294,No. 8,Tequila,Reposado tequila
3295,No. 8,Tequila,Palo cortado or oloroso sherry
3296,No. 8,Tequila,Honey liqueur
3297,No. 8,Tequila,Orange Bitters
