,name,category,row_id,ingredient_number,ingredient,measure
365,Blue Canary,Cocktail Classics,110,1,Gin,3/4 oz
366,Blue Canary,Cocktail Classics,110,2,Grapefruit Juice,3 oz
367,Blue Canary,Cocktail Classics,110,3,Blue curacao,1 oz
368,Blue Bird,Cocktail Classics,111,1,Gin,1 1/2 oz
369,Blue Bird,Cocktail Classics,111,2,Triple Sec,1/2 oz
370,Blue Bird,Cocktail Classics,111,3,Bitters,1 oz
371,Bloodhound Cocktail,Cocktail Classics,112,1,Dry Vermouth,1/2 oz
372,Bloodhound Cocktail,Cocktail Classics,112,2,Sweet Vermouth,1/2 oz
373,Bloodhound Cocktail,Cocktail Classics,112,3,Gin,1 oz
374,Billy Taylor,Cocktail Classics,113,1,Juice of a Lime,1/2 oz
375,Billy Taylor,Cocktail Classics,113,2,Gin,2 oz
376,Bijou Cocktail,Cocktail Classics,114,1,Gin,3/4 oz
377,Bijou Cocktail,Cocktail Classics,114,2,Green Chartreuse,3/4 oz
378,Bijou Cocktail,Cocktail Classics,114,3,Sweet Vermouth,3/4 oz
379,Bijou Cocktail,Cocktail Classics,114,4,Orange Bitters,1 oz
380,Bermuda Rose,Cocktail Classics,115,1,Gin,1 1/4 oz
381,Bermuda Rose,Cocktail Classics,115,2,Apricot Flavored Brandy,1 1/2 oz
382,Bermuda Rose,Cocktail Classics,115,3,Grenadine,1 1/2 oz
383,Vodka Sour,Vodka,116,1,Vodka,2 oz
384,Vodka Sour,Vodka,116,2,Vodka,2 oz
385,Vodka Sour,Vodka,116,3,Fresh lemon juice,3/4 oz
386,Vodka Sour,Vodka,116,4,Simple Syrup,3/4 oz
387,Apricot Anisette Collins,Cocktail Classics,117,1,Gin,1 1/2 oz
388,Apricot Anisette Collins,Cocktail Classics,117,2,Apricot Flavored Brandy,1/2 oz
389,Apricot Anisette Collins,Cocktail Classics,117,3,Anisette,1 1/2 oz
390,Apricot Anisette Collins,Cocktail Classics,117,4,Lemon Juice,1 oz
391,Alexander's Sister Cocktail,Cocktail Classics,118,1,Dry gin,1 oz
392,Alexander's Sister Cocktail,Cocktail Classics,118,2,Green creme de menthe,1 oz
393,Alexander's Sister Cocktail,Cocktail Classics,118,3,Light cream,1 oz
394,Highland Cooler,Whiskies,119,1,Blended Scotch Whiskey,2 oz
395,Highland Cooler,Whiskies,119,2,Simple Syrup,1/2 oz
396,Alexander Cocktail No. 1,Cocktail Classics,120,1,Gin,1 oz
397,Alexander Cocktail No. 1,Cocktail Classics,120,2,Creme de Cacao (White),1 oz
398,Alexander Cocktail No. 1,Cocktail Classics,120,3,Light cream,1 oz
399,Adam and Eve,Cocktail Classics,121,1,Forbidden Fruit,1 oz
400,Adam and Eve,Cocktail Classics,121,2,Gin,1 oz
401,Adam and Eve,Cocktail Classics,121,3,Brandy,1 oz
402,Adam and Eve,Cocktail Classics,121,4,Lemon Juice,1 oz
403,Vodka Sling,Vodka,122,1,Vodka,2 oz
404,Vodka Sling,Vodka,122,2,Fresh lemon juice,1 oz
405,Vodka Sling,Vodka,122,3,Simple Syrup,1/2 oz
406,Jack Rose Cocktail,Brandy,123,1,Applejack,1 1/2 oz
407,Jack Rose Cocktail,Brandy,123,2,Fresh Lime Juice,1/2 oz
408,Jack Rose Cocktail,Brandy,123,3,Grenadine,1/4 oz
409,Tempter Cocktail,Cocktail Classics,124,1,Port,1 oz
410,Tempter Cocktail,Cocktail Classics,124,2,Apricot Flavored Brandy,1 oz
411,Special Rough Cocktail,Cocktail Classics,125,1,Apple Brandy,1 1/2 oz
412,Special Rough Cocktail,Cocktail Classics,125,2,Brandy,1 1/2 oz
413,Special Rough Cocktail,Cocktail Classics,125,3,Anisette,1/2 oz
414,Vodka Grasshopper,Vodka,126,1,Vodka,3/4 oz
415,Vodka Grasshopper,Vodka,126,2,Green creme de menthe,3/4 oz
416,Vodka Grasshopper,Vodka,126,3,White creme de cacao,3/4 oz
417,Vodka Grasshopper,Vodka,126,4,half-and-half,3/4 oz
418,Singapore Sling,Cocktail Classics,127,1,Juice of a Lemon,1/2 oz
419,Singapore Sling,Cocktail Classics,127,2,Powdered Sugar,1 oz
420,Singapore Sling,Cocktail Classics,127,3,Gin,2 oz
421,Singapore Sling,Cocktail Classics,127,5,cherry-flavored brandy,1/2 oz
422,Saratoga Cocktail,Cocktail Classics,128,1,Brandy,2 oz
423,Saratoga Cocktail,Cocktail Classics,128,2,Bitters,2 oz
424,Saratoga Cocktail,Cocktail Classics,128,3,Lemon Juice,1 oz
425,Saratoga Cocktail,Cocktail Classics,128,4,Pineapple Juice,1 oz
426,Saratoga Cocktail,Cocktail Classics,128,5,Maraschino,1/2 oz
427,High Cotton,Whiskies,129,1,Straight rye whiskey,2 oz
428,High Cotton,Whiskies,129,2,Pimm's No. 1 Cup,1/2 oz
429,High Cotton,Whiskies,129,3,Dubonnet Rouge,1/2 oz
430,High Cotton,Whiskies,129,4,Peach bitters,2 oz
431,Polonaise,Cocktail Classics,130,1,Brandy,1 1/2 oz
432,Polonaise,Cocktail Classics,130,2,Blackberry-flavored brandy,1 oz
433,Polonaise,Cocktail Classics,130,3,Dry Sherry,1/2 oz
434,Polonaise,Cocktail Classics,130,4,Lemon Juice,1 oz
435,Vodka Gimlet,Vodka,131,1,Vodka,1 1/2 oz
436,Vodka Gimlet,Vodka,131,2,Fresh Lime Juice,1 oz
437,Vodka Gimlet,Vodka,131,3,Simple Syrup,1/2 oz
438,Merry Widow Cocktail No. 2,Cocktail Classics,132,1,Maraschino,1 1/4 oz
439,Merry Widow Cocktail No. 2,Cocktail Classics,132,2,cherry-flavored brandy,1 1/4 oz
440,Lugger,Cocktail Classics,133,1,Brandy,1 oz
441,Lugger,Cocktail Classics,133,2,Apple Brandy,1 oz
442,Lugger,Cocktail Classics,133,3,Apricot Flavored Brandy,1 oz
443,Jamaica Hop,Cocktail Classics,134,1,Coffee-flavored brandy,1 oz
444,Jamaica Hop,Cocktail Classics,134,2,Creme de Cacao (White),1 oz
445,Jamaica Hop,Cocktail Classics,134,3,Light cream,1 oz
446,Hebrides,Whiskies,135,1,Single-malt Scotch whisky,1 1/2 oz
447,Hebrides,Whiskies,135,2,Maraschino liqueur,1/2 oz
448,Hebrides,Whiskies,135,3,Triple Sec,1/2 oz
449,Hebrides,Whiskies,135,4,Apple juice,2 oz
450,Hebrides,Whiskies,135,5,Fresh lemon juice,1/2 oz
451,Hebrides,Whiskies,135,6,Angostura Bitters,1 oz
452,Hennessy Martini,Cocktail Classics,136,1,Hennessy V.S Cognac,2 oz
453,Hennessy Martini,Cocktail Classics,136,2,Lemon Juice,1/2 oz
454,Vodka Daisy,Vodka,137,1,Vodka,2 oz
455,Vodka Daisy,Vodka,137,2,Fresh lemon juice,1 oz
456,Vodka Daisy,Vodka,137,3,Simple Syrup,1/2 oz
457,Vodka Daisy,Vodka,137,4,Grenadine,1 oz
458,Heavenly Dram,Whiskies,138,1,Single-malt Scotch whisky,2 oz
459,Heavenly Dram,Whiskies,138,2,Pedro Ximenez sherry,1/2 oz
460,Heavenly Dram,Whiskies,138,3,Fresh lemon juice,3/4 oz
461,Heavenly Dram,Whiskies,138,4,Honey Syrup,1/4 oz
462,Classic Cocktail,Cocktail Classics,139,1,Juice of a Lemon,1/4 oz
463,Classic Cocktail,Cocktail Classics,139,2,Curacao,1 1/2 oz
464,Classic Cocktail,Cocktail Classics,139,3,Maraschino,1 1/2 oz
465,Classic Cocktail,Cocktail Classics,139,4,Brandy,1 oz
466,Cherry Sling,Cocktail Classics,140,1,cherry-flavored brandy,2 oz
467,Cherry Sling,Cocktail Classics,140,2,Juice of a Lemon,1/2 oz
468,Cherry Fizz,Cocktail Classics,141,1,Juice of a Lemon,1/2 oz
469,Cherry Fizz,Cocktail Classics,141,2,cherry-flavored brandy,2 oz
470,Vodka Cooler,Vodka,142,1,Vodka,2 oz
471,Vodka Cooler,Vodka,142,2,Simple Syrup,1/2 oz
472,Carrol Cocktail,Cocktail Classics,143,1,Brandy,1 1/2 oz
473,Carrol Cocktail,Cocktail Classics,143,2,Sweet Vermouth,3/4 oz
474,Button Hook Cocktail,Cocktail Classics,144,1,Creme de Menthe (White),1/2 oz
475,Button Hook Cocktail,Cocktail Classics,144,2,Apricot Flavored Brandy,1/2 oz
476,Button Hook Cocktail,Cocktail Classics,144,3,Anisette,1/2 oz
477,Button Hook Cocktail,Cocktail Classics,144,4,Brandy,1/2 oz
478,Bull's Eye,Cocktail Classics,145,1,Brandy,1 oz
479,Bull's Eye,Cocktail Classics,145,2,Hard cider,2 oz
480,Brantini,Cocktail Classics,146,1,Brandy,1 1/2 oz
481,Brantini,Cocktail Classics,146,2,Gin,1 oz
482,Brantini,Cocktail Classics,146,3,Dry Vermouth,1 oz
483,Heather's Kiss,Whiskies,147,1,Blended Scotch Whiskey,2 1/4 oz
484,Heather's Kiss,Whiskies,147,2,Fresh lemon juice,1/2 oz
485,Heather's Kiss,Whiskies,147,3,Agave nectar,1/4 oz
486,Heather's Kiss,Whiskies,147,4,Absinthe,1 oz
487,Brandy Squirt,Cocktail Classics,148,1,Brandy,1 1/2 oz
488,Brandy Squirt,Cocktail Classics,148,2,Powdered Sugar,1 oz
489,Brandy Squirt,Cocktail Classics,148,3,Grenadine,1 oz
490,Brandy and Soda,Cocktail Classics,149,1,Brandy,2 oz
491,Brandy Milk Punch,Cocktail Classics,150,1,Powdered Sugar,1 oz
492,Brandy Milk Punch,Cocktail Classics,150,2,Brandy,2 oz
493,Brandy Milk Punch,Cocktail Classics,150,3,Milk,1 oz
494,Vodka Collins,Vodka,151,1,Vodka,2 oz
495,Vodka Collins,Vodka,151,2,Fresh lemon juice,3/4 oz
496,Vodka Collins,Vodka,151,3,Simple Syrup,3/4 oz
497,Brandy Crusta Cocktail,Cocktail Classics,152,1,Maraschino,1 oz
498,Brandy Crusta Cocktail,Cocktail Classics,152,2,Bitters,1 oz
499,Brandy Crusta Cocktail,Cocktail Classics,152,3,Lemon Juice,1 oz
500,Brandy Crusta Cocktail,Cocktail Classics,152,4,Triple Sec,1/2 oz
501,Brandy Crusta Cocktail,Cocktail Classics,152,5,Brandy,2 oz
502,Heather Blush,Whiskies,153,1,Blended Scotch Whiskey,1 oz
503,Heather Blush,Whiskies,153,2,Strawberry liqueur,1 oz
504,Heather Blush,Whiskies,153,3,Chilled sparkling wine,3 oz
505,Jack Maples,Brandy,154,1,Applejack,2 oz
506,Jack Maples,Brandy,154,2,maple syrup (grade B or medium-amber),1 oz
507,Jack Maples,Brandy,154,3,Aromatic bitters,1 oz
508,Brandy Alexander,Cocktail Classics,155,1,Creme de Cacao (Brown),1/2 oz
509,Brandy Alexander,Cocktail Classics,155,2,Brandy,1/2 oz
510,Brandy Alexander,Cocktail Classics,155,3,Heavy cream,1/2 oz
511,Vodka and Tonic,Vodka,156,1,Vodka,2 oz
512,Apricot Cocktail,Cocktail Classics,157,1,Juice of a Lemon,1/4 oz
513,Apricot Cocktail,Cocktail Classics,157,2,Juice of Orange,1/4 oz
514,Apricot Cocktail,Cocktail Classics,157,3,Apricot Flavored Brandy,1 1/2 oz
515,Apricot Cocktail,Cocktail Classics,157,4,Gin,1 oz
516,Alexander Cocktail No. 2,Cocktail Classics,158,1,Creme de Cacao (White),1 oz
517,Alexander Cocktail No. 2,Cocktail Classics,158,2,Brandy,1 oz
518,Alexander Cocktail No. 2,Cocktail Classics,158,3,Light cream,1 oz
519,After Dinner Cocktail,Cocktail Classics,159,1,Apricot Flavored Brandy,1 oz
520,After Dinner Cocktail,Cocktail Classics,159,2,Triple Sec,1 oz
521,After Dinner Cocktail,Cocktail Classics,159,3,Juice of a Lime,1 oz
522,Harvest Moon,Whiskies,160,1,Straight rye whiskey,1 1/2 oz
523,Harvest Moon,Whiskies,160,2,Lillet Blanc,1 oz
524,Harvest Moon,Whiskies,160,3,Apple Brandy,1/2 oz
525,Harvest Moon,Whiskies,160,4,Green Chartreuse,1/4 oz
526,Harvest Moon,Whiskies,160,5,Angostura Bitters,2 oz
527,Red Raider,Cocktail Classics,161,1,Bourbon,1 oz
528,Red Raider,Cocktail Classics,161,2,Triple Sec,1/2 oz
529,Red Raider,Cocktail Classics,161,3,Lemon Juice,1 oz
530,Red Raider,Cocktail Classics,161,4,Grenadine,1 oz
531,Vodka and Apple Juice,Vodka,162,1,Vodka,2 oz
532,Mint Julep (Southern Style),Cocktail Classics,163,1,springs mint,5 or 6
533,Mint Julep (Southern Style),Cocktail Classics,163,2,Powdered Sugar,1 oz
534,Mint Julep (Southern Style),Cocktail Classics,163,3,Water,2 oz
535,Mint Julep (Southern Style),Cocktail Classics,163,4,Bourbon,2 1/2 oz
536,Limestone,Cocktail Classics,164,1,Bourbon,1 1/2 oz
537,Grounds For Divorce,Whiskies,165,1,Straight rye whiskey,1 1/2 oz
538,Grounds For Divorce,Whiskies,165,2,Kirschwasser,3/4 oz
539,Grounds For Divorce,Whiskies,165,3,Cynar,1/4 oz
540,Grounds For Divorce,Whiskies,165,4,Amaro,1/2 oz
541,Gentleman's Cocktail,Cocktail Classics,166,1,Bourbon,1 1/2 oz
542,Gentleman's Cocktail,Cocktail Classics,166,2,Brandy,1/2 oz
543,Gentleman's Cocktail,Cocktail Classics,166,3,Creme de Menthe,1/2 oz
544,Dixie Julep,Cocktail Classics,167,1,Powdered Sugar,1 oz
545,Dixie Julep,Cocktail Classics,167,2,Bourbon,2 1/2 oz
546,Victory Collins,Vodka,168,1,Vodka,1 1/2 oz
547,Victory Collins,Vodka,168,2,Unsweetened Grape Juice,2 oz
548,Victory Collins,Vodka,168,3,Fresh lemon juice,1 oz
549,Victory Collins,Vodka,168,4,Simple Syrup,1/2 oz
550,Buddy's Favorite,Cocktail Classics,169,1,Bourbon,1 1/2 oz
551,Buddy's Favorite,Cocktail Classics,169,2,Cold Water,6 oz
552,Bourbon On The Rocks,Cocktail Classics,170,1,Bourbon,2 oz
553,Bourbon Cobbler,Cocktail Classics,171,1,Bourbon,2 1/2 oz
554,Bourbon Cobbler,Cocktail Classics,171,2,Lemon Juice,1 oz
555,Bourbon Cobbler,Cocktail Classics,171,3,Grapefruit Juice,2 oz
556,Bourbon Cobbler,Cocktail Classics,171,4,Almond extract,1 1/2 oz
557,Bourbon and Water,Cocktail Classics,172,1,Bourbon,2 oz
558,Bourbon and Water,Cocktail Classics,172,2,Water,4 oz
559,Greenpoint,Whiskies,173,1,Straight rye whiskey,2 oz
560,Greenpoint,Whiskies,173,2,Yellow Chartreuse,1/2 oz
561,Greenpoint,Whiskies,173,3,Sweet Vermouth,1/2 oz
562,Greenpoint,Whiskies,173,4,Angostura Bitters,1 oz
563,Greenpoint,Whiskies,173,5,Orange Bitters,1 oz
564,Yellowjacket,Non-alcoholic Drinks,174,1,Pineapple Juice,2 oz
565,Yellowjacket,Non-alcoholic Drinks,174,2,Orange Juice,2 oz
566,Yellowjacket,Non-alcoholic Drinks,174,3,Lemon Juice,1/2 oz
567,Velvet Peach Hammer,Vodka,175,1,Vodka,1 3/4 oz
568,Velvet Peach Hammer,Vodka,175,2,Peach schnapps,3/4 oz
569,Velvet Peach Hammer,Vodka,175,3,Simple Syrup,1/4 oz
570,Velvet Peach Hammer,Vodka,175,4,Fresh lemon juice,1/2 oz
571,Grandfather,Whiskies,176,1,Bourbon whiskey,1 oz
572,Grandfather,Whiskies,176,2,Applejack,1 oz
573,Grandfather,Whiskies,176,3,Sweet Vermouth,1 oz
574,Grandfather,Whiskies,176,4,Angostura Bitters,1 oz
575,Grandfather,Whiskies,176,5,Peychaud's Bitters,1 oz
576,Goldrush,Whiskies,177,1,Bourbon whiskey,2 oz
577,Goldrush,Whiskies,177,2,Fresh lemon juice,3/4 oz
578,Goldrush,Whiskies,177,3,Honey Syrup,1 oz
579,Sake Martini,Cocktail Classics,178,1,Sake,1 oz
580,Sake Martini,Cocktail Classics,178,2,Mr. Boston Gin,3 oz
581,Godfather,Whiskies,179,1,Blended Scotch Whiskey,1 1/2 oz
582,Godfather,Whiskies,179,2,Amaretto,3/4 oz
583,Jack-In-The-Box,Brandy,180,1,Applejack,1 oz
584,Jack-In-The-Box,Brandy,180,2,Pineapple Juice,1 oz
585,Jack-In-The-Box,Brandy,180,3,Angostura Bitters,1 oz
586,Saronno,Cocktail Classics,181,1,Amaretto di Saronno,1 oz
587,Saronno,Cocktail Classics,181,2,Mr. Boston Five Star Brandy,1 oz
588,Saronno,Cocktail Classics,181,3,Light cream,1 oz
589,Saronno Colada (Nutty Colada),Cocktail Classics,182,1,Amaretto di Saronno,3 oz
590,Saronno Colada (Nutty Colada),Cocktail Classics,182,2,Coconut Milk,3 oz
591,Saronno Colada (Nutty Colada),Cocktail Classics,182,3,Crushed Pineapple,3 oz
592,Saronno Mist,Cocktail Classics,183,1,Amaretto di Saronno,1 1/2 oz
593,Saronno Rose,Cocktail Classics,184,1,Amaretto di Saronno,1 1/2 oz
594,Saronno Rose,Cocktail Classics,184,2,Roses Lime Juice,1/2 oz
595,Saronno Rose,Cocktail Classics,184,3,Club Soda,1 oz
596,Gilchrist,Whiskies,185,1,Blended Scotch Whiskey,1 1/2 oz
597,Gilchrist,Whiskies,185,2,Pear brandy,3/4 oz
598,Gilchrist,Whiskies,185,3,Grapefruit Juice,3/4 oz
599,Gilchrist,Whiskies,185,4,Amaro,1/2 oz
600,Gilchrist,Whiskies,185,5,Grapefruit bitters,2 oz
601,Frisco Sour,Whiskies,186,1,Bourbon or Rye Whiskey,2 oz
602,Frisco Sour,Whiskies,186,2,Fresh lemon juice,3/4 oz
603,Frisco Sour,Whiskies,186,3,Fresh Lime Juice,1/2 oz
604,Frisco Sour,Whiskies,186,4,Benedictine,1/2 oz
605,Frisco Sour,Whiskies,186,5,Lemon and lime wheels,1 oz
606,Fratelli Cocktail,Whiskies,187,1,Straight rye whiskey,2 oz
607,Fratelli Cocktail,Whiskies,187,2,Sweet Vermouth,1/2 oz
608,Fratelli Cocktail,Whiskies,187,3,Yellow Chartreuse,1/2 oz
609,Fratelli Cocktail,Whiskies,187,4,Fernet-Branca,1/4 oz
610,Francis The Mule,Whiskies,188,1,Bourbon whiskey,2 oz
611,Francis The Mule,Whiskies,188,2,Coffee liqueur,1/2 oz
612,Francis The Mule,Whiskies,188,3,Fresh lemon juice,1/2 oz
613,Francis The Mule,Whiskies,188,4,orgeat or almond syrup,1/4 oz
614,Francis The Mule,Whiskies,188,5,Orange Bitters,2 oz
615,Fox River Cocktail,Whiskies,189,1,Bourbon or Rye Whiskey,2 oz
616,Fox River Cocktail,Whiskies,189,2,Dark creme de cacao,1/2 oz
617,Fox River Cocktail,Whiskies,189,3,Angostura Bitters,4 oz
618,Flying Scotchman,Whiskies,190,1,Blended Scotch Whiskey,1 oz
619,Flying Scotchman,Whiskies,190,2,Sweet Vermouth,1 oz
620,Flying Scotchman,Whiskies,190,3,Angostura Bitters,1 oz
621,Flying Scotchman,Whiskies,190,4,Simple Syrup,1/4 oz
622,The Final Ward,Whiskies,191,1,Straight rye whiskey,3/4 oz
623,The Final Ward,Whiskies,191,2,Maraschino liqueur,3/4 oz
624,The Final Ward,Whiskies,191,3,Green Chartreuse,3/4 oz
625,The Final Ward,Whiskies,191,4,Fresh lemon juice,3/4 oz
626,Martini,Cocktail Classics,192,1,Mr. Boston Gin,1 1/2 oz
627,Martini,Cocktail Classics,192,2,Dry Vermouth,3/4 oz
628,Fancy Whiskey,Whiskies,193,1,Bourbon or rye whiskey,2 oz
629,Fancy Whiskey,Whiskies,193,2,Angostura Bitters,1 oz
630,Fancy Whiskey,Whiskies,193,3,Triple Sec,1/4 oz
631,Fancy Whiskey,Whiskies,193,4,Simple Syrup,1/4 oz
632,Fancy Whiskey,Whiskies,193,5,Lemon twist,1 oz
633,Mandarine Sour,Cocktail Classics,194,1,Mandarine Napoleon Liqueur,2 oz
634,Mandarine Sour,Cocktail Classics,194,2,Lemon Juice,1 oz
635,Mandarine Mist,Cocktail Classics,195,1,Mandarine Napoleon Liqueur,1 1/2 oz
636,Underneath The Mango Tree,Vodka,196,1,"Lime wedge, Sweet Chili Powder",For glass
637,Underneath The Mango Tree,Vodka,196,2,Mango-flavored vodka,1 oz
638,Underneath The Mango Tree,Vodka,196,3,Peach liqueur,1/2 oz
639,Underneath The Mango Tree,Vodka,196,4,Fresh Lime Juice,3/4 oz
640,Underneath The Mango Tree,Vodka,196,5,Simple Syrup,1/2 oz
641,Underneath The Mango Tree,Vodka,196,6,Ginger ale,2 oz
642,Fancy-Free Cocktail,Whiskies,197,1,Bourbon whiskey,2 oz
643,Fancy-Free Cocktail,Whiskies,197,2,Maraschino liqueur,1/2 oz
644,Fancy-Free Cocktail,Whiskies,197,3,Angostura Bitters,1 oz
645,Fancy-Free Cocktail,Whiskies,197,4,Orange Bitters,1 oz
646,Honeymoon Cocktail,Brandy,198,1,Apple Brandy,3/4 oz
647,Honeymoon Cocktail,Brandy,198,2,Benedictine,3/4 oz
648,Honeymoon Cocktail,Brandy,198,3,Fresh lemon juice,3/4 oz
649,Honeymoon Cocktail,Brandy,198,4,Triple Sec,1/2 oz
650,Twister,Vodka,199,1,Vodka,2 oz
651,Twister,Vodka,199,2,Fresh Lime Juice,1/2 oz
652,Everybody's Irish Cocktail,Whiskies,200,1,Irish Whiskey,2 oz
653,Everybody's Irish Cocktail,Whiskies,200,2,Green creme de menthe,1 oz
654,Everybody's Irish Cocktail,Whiskies,200,3,Green Chartreuse,1 oz
655,Everybody's Irish Cocktail,Whiskies,200,4,Green olive,1 oz
656,Trident,Vodka,201,1,Aquavit or vodka,1 oz
657,Trident,Vodka,201,2,Cynar,1/2 oz
658,Trident,Vodka,201,3,Dry Sherry,1 oz
659,Trident,Vodka,201,4,Peach bitters,2 oz
660,Top Banana,Vodka,202,1,Vodka,1 oz
661,Top Banana,Vodka,202,2,Creme de banana,1 oz
662,Top Banana,Vodka,202,3,Orange juice,2 oz
663,Emperor Norton's Mistress,Whiskies,203,1,"Fresh strawberries, cut in halves",3 oz
664,Emperor Norton's Mistress,Whiskies,203,2,Bourbon whiskey,1 1/2 oz
665,Emperor Norton's Mistress,Whiskies,203,3,Vanilla liqueur,1/2 oz
666,Emperor Norton's Mistress,Whiskies,203,4,Triple Sec,1/4 oz
667,Easterner,Whiskies,204,1,Straight rye whiskey,2 oz
668,Easterner,Whiskies,204,2,Fresh grapefruit juice,1 oz
669,Easterner,Whiskies,204,3,Maple Syrup,1/2 oz
670,Toasted Drop,Vodka,205,1,"Lemon wedge, Cinnamon Sugar",For glass
671,Toasted Drop,Vodka,205,2,Citrus-flavored vodka,1 1/2 oz
672,Toasted Drop,Vodka,205,3,Limoncello,3/4 oz
673,Toasted Drop,Vodka,205,4,Amaretto,1/4 oz
674,Toasted Drop,Vodka,205,5,Fresh lemon juice,3/4 oz
675,Toasted Drop,Vodka,205,6,Egg White,1 oz
676,Eastern Sour,Whiskies,206,1,Bourbon whiskey,2 oz
677,Eastern Sour,Whiskies,206,2,Orange juice,1 1/2 oz
678,Eastern Sour,Whiskies,206,3,Fresh Lime Juice,1 oz
679,Eastern Sour,Whiskies,206,4,orgeat or almond syrup,1/4 oz
680,Eastern Sour,Whiskies,206,5,Simple Syrup,1/4 oz
681,K. C. B. Cocktail,Cocktail Classics,207,1,Kummel,1/2 oz
682,K. C. B. Cocktail,Cocktail Classics,207,2,Mr. Boston Gin,1 1/2 oz
683,K. C. B. Cocktail,Cocktail Classics,207,3,Mr. Boston Apricot Flavored Brandy,1/4 oz
684,K. C. B. Cocktail,Cocktail Classics,207,4,Lemon Juice,1/4 oz
685,Easter Elchies,Whiskies,208,1,Single-malt Scotch whisky,2 oz
686,Easter Elchies,Whiskies,208,2,Cherry Heering,1/2 oz
687,Easter Elchies,Whiskies,208,3,Punt e Mes,1/2 oz
688,Easter Elchies,Whiskies,208,4,Orange Bitters,1 oz
689,Dufftown Flip,Whiskies,209,1,Blended Scotch Whiskey,2 oz
690,Dufftown Flip,Whiskies,209,2,Port,1/2 oz
691,Dufftown Flip,Whiskies,209,3,Demerara Syrup,1/2 oz
692,Dufftown Flip,Whiskies,209,4,Almond milk,1/2 oz
693,Dufftown Flip,Whiskies,209,5,Whole Egg,1 oz
694,Harvard Cooler,Brandy,210,1,Apple Brandy,2 oz
695,Harvard Cooler,Brandy,210,2,Simple Syrup,1/2 oz
696,The Duboudreau Cocktail,Whiskies,211,1,Straight rye whiskey,2 oz
697,The Duboudreau Cocktail,Whiskies,211,2,Dubonnet Rouge,3/4 oz
698,The Duboudreau Cocktail,Whiskies,211,3,Fernet-Branca,1/4 oz
699,The Duboudreau Cocktail,Whiskies,211,4,Elderflower liqueur,1/4 oz
700,Irish Whisky,Cocktail Classics,212,1,Mr. Boston Triple Sec,1/2 oz
701,Irish Whisky,Cocktail Classics,212,2,Absinthe Substitute,1/2 oz
702,Irish Whisky,Cocktail Classics,212,3,Maraschino,1/4 oz
703,Irish Whisky,Cocktail Classics,212,4,Bitters,1 oz
704,Irish Whisky,Cocktail Classics,212,5,Irish Whiskey,2 oz
705,Dubliner,Whiskies,213,1,Irish Whiskey,2 oz
706,Dubliner,Whiskies,213,2,Sweet Vermouth,1/2 oz
707,Dubliner,Whiskies,213,3,Grand Marnier,1/2 oz
708,Dubliner,Whiskies,213,4,Orange Bitters,2 oz
709,Double Standard Sour,Whiskies,214,1,Rye or bourbon whiskey,3/4 oz
710,Double Standard Sour,Whiskies,214,2,Gin,3/4 oz
711,Double Standard Sour,Whiskies,214,3,Fresh lemon juice,1 oz
712,Double Standard Sour,Whiskies,214,4,White creme de menthe,1/2 oz
713,Double Standard Sour,Whiskies,214,5,Grenadine,1/2 oz
714,Double Standard Sour,Whiskies,214,6,Simple Syrup,1/4 oz
715,Dixie Whiskey Cocktail,Whiskies,215,1,Bourbon whiskey,2 oz
716,Dixie Whiskey Cocktail,Whiskies,215,2,White creme de menthe,1/2 oz
717,Dixie Whiskey Cocktail,Whiskies,215,3,Triple Sec,1/2 oz
718,Dixie Whiskey Cocktail,Whiskies,215,4,Simple Syrup,1/4 oz
719,Dixie Whiskey Cocktail,Whiskies,215,5,Angostura Bitters,1 oz
720,Hill Billy Highball,Cocktail Classics,216,1,Georgia Moon Corn Whiskey,2 oz
721,The Titian,Vodka,217,1,Orange-flavored vodka,1 oz
722,The Titian,Vodka,217,2,Grand Marnier,1/2 oz
723,The Titian,Vodka,217,3,Passion Fruit Juice,1 oz
724,The Titian,Vodka,217,4,Fresh Lime Juice,1/2 oz
725,The Titian,Vodka,217,5,Pomegranate syrup,1/2 oz
726,Tiger Tanaka,Vodka,218,1,Fresh cilantro leaves,3 oz
727,Tiger Tanaka,Vodka,218,2,Slice peeled fresh ginger,1 oz
728,Tiger Tanaka,Vodka,218,3,Citrus-flavored vodka,2 oz
729,Tiger Tanaka,Vodka,218,4,Limoncello,1/2 oz
730,Tiger Tanaka,Vodka,218,5,Pineapple Juice,3/4 oz
731,Grenadine Rickey,Cocktail Classics,219,1,Juice of a Lime,1/2 oz
732,Grenadine Rickey,Cocktail Classics,219,2,Grenadine,1 1/2 oz
733,Thyme Collins,Vodka,220,1,Citrus-flavored vodka,2 oz
734,Thyme Collins,Vodka,220,2,Mint syrup,1 oz
735,Thyme Collins,Vodka,220,3,Fresh lemon juice,1 oz
736,Thyme Collins,Vodka,220,4,Thyme sprig,1 oz
737,Thyme Collins,Vodka,220,5,Bitter lemon soda,3 oz
738,Thyme Collins,Vodka,220,6,Long thyme sprigs,2 oz
739,Tabby Cat,Vodka,221,1,Dubonnet Rouge,2 oz
740,Tabby Cat,Vodka,221,2,Orange-flavored vodka,1 oz
741,Tabby Cat,Vodka,221,3,Orange Bitters,2 oz
742,God Child,Cocktail Classics,222,1,Amaretto di Saronno,1 oz
